"","logFC","logCPM","F","PValue","FDR"
"UPRT",1.0438685061687,3.08388696094813,0.633214243252605,0.426201938882842,1
"HSPH1",0.478291177129627,4.76022763109081,0.632538526452983,0.426448869273159,1
"USP37",0.846369243205993,3.74041471902073,0.6318100455931,0.426715295470654,1
"UGDH",0.538158218878601,4.54695300910739,0.631667087665881,0.426767626882597,1
"TCF12",0.794322052617414,3.68391186976144,0.631427944156895,0.426855153095736,1
"CEP192",-0.594745195723215,3.66408219270394,0.631297427105571,0.426902952654252,1
"CKAP5",-0.532243165384209,4.70894238958696,0.631125878388374,0.426965775658067,1
"BHLHE41",-0.796055766615492,3.5231211548467,0.631048091672566,0.426994255321451,1
"ANP32B",0.903496223004006,3.4595261452535,0.630674839663821,0.42713100662638,1
"TGIF1",0.644256916297103,4.02252059538425,0.630242149453995,0.427289619689064,1
"WDR5",-0.742972775113131,3.26929857377239,0.629957735040333,0.427393933820247,1
"FOXK1",0.633509388513484,4.3297209390567,0.629673937868102,0.427498052396122,1
"SKP1",0.592902025874101,4.15546967902818,0.628712886726927,0.427850913866603,1
"LRRC75A-AS1",0.724929750462147,3.66105978849541,0.627779147500613,0.428194161911401,1
"IGF2BP1",1.03438765173261,3.08463694068885,0.627521473841826,0.428288979206479,1
"SETD9",1.03438765173261,3.08463694068885,0.627521473841826,0.428288979206479,1
"ZC3HC1",1.0037414294733,3.10785269191299,0.627034118944998,0.428468367275012,1
"SUPT7L",0.719538025699761,3.65115517278967,0.626906751671787,0.428515247329907,1
"TTLL5",0.904942620404628,3.45544281807074,0.626833466087266,0.428542243270622,1
"ZFAND2A",-0.77341052644069,3.57197425204293,0.626584121224933,0.428634085110717,1
"PELI2",0.896060684035468,3.37364334673534,0.626480527882158,0.428672269882519,1
"LHFPL2",0.896060684035468,3.37364334673534,0.626480527882158,0.428672269882519,1
"PRDX1",0.421620552352495,5.68756364563167,0.625519194516934,0.429026716425018,1
"SIRT3",-0.93546508830116,3.38119092726233,0.624915229427593,0.429249596270122,1
"SLC30A6",-0.643386604541356,3.76364122035444,0.623903494247596,0.42962339008539,1
"MIR193A",-0.883047547628367,3.79466008363398,0.622948925087167,0.429976513630321,1
"TSKU",0.865030363250267,3.37021648954795,0.622450489966534,0.430161067135622,1
"ATXN10",0.67103191467187,3.77335098572714,0.622429167739645,0.430168965641049,1
"ATP8B1",0.600136791727038,4.26266790319621,0.622427644127355,0.430169537737146,1
"PSMC3",0.723174899197828,3.65822456833241,0.62239700796958,0.430180874674053,1
"PMPCB",0.898629759772541,3.3439699323786,0.62156942678738,0.430487599681755,1
"NIPAL3",-0.727008692563527,3.25949495097947,0.621354433621086,0.430567350240805,1
"IER2",0.946518401910889,3.17626900679631,0.620931931742446,0.430724104019576,1
"OCLN",0.490610370616711,4.84037354345802,0.620845806341426,0.430756082502809,1
"RAP2C",0.886056530065766,3.37207984485118,0.619831773743587,0.431132710399955,1
"LNPEP",-0.53060289927798,4.41996857005732,0.618762001286206,0.431530587927171,1
"GPM6A",-0.790246457800688,3.37662869731502,0.618579606475084,0.431598457829542,1
"TOX4",0.860334192340829,3.3785683049476,0.617274656833622,0.432084681253835,1
"SAR1A",0.607634226255053,4.13753385652229,0.61688447010092,0.432230230394864,1
"TRIP12",-0.466210652530779,5.01618878040293,0.616257996059095,0.432464079912238,1
"NAPRT",0.989526538130163,3.10181362502758,0.616093443765285,0.432525528378881,1
"FRYL",0.723063588329167,3.73039937467473,0.616061037175136,0.432537620557584,1
"SAFB",0.650865340957887,3.86287459948101,0.615282919789247,0.432828398673505,1
"GNA11",0.788183892392417,3.58057555223905,0.615255356187483,0.432838699816719,1
"PLEKHG1",-0.962188680722926,3.32175138066704,0.613610737247082,0.433454292659971,1
"HSPB1",-0.852869812736832,3.26038051538984,0.613325687830259,0.433561124655249,1
"HNRNPF",0.545757275601627,4.3806202065779,0.613097064213766,0.433646847271765,1
"RNF103",-0.613263887739989,4.00154992758531,0.612204322420435,0.433981783933786,1
"FAM192A",0.923633357967899,3.22251511630125,0.611540282445164,0.434231178237468,1
"MCM3",-0.97215705793018,3.32872854075649,0.610548633422133,0.434604008682708,1
"C1orf106",-0.606694779855746,4.00951392272306,0.610294311572888,0.434699712728649,1
"SOCS3",0.777309502282511,3.22443753572761,0.610004540170673,0.43480879121897,1
"IQCE",0.732973820374876,3.35263033892516,0.609826299240021,0.434875909439155,1
"VPS45",0.930678270484375,3.17268839590456,0.609274505659951,0.435083773818421,1
"TNFSF15",0.97756201946365,3.10260385012276,0.60900326687397,0.435186019815827,1
"CDR2L",0.869761264847455,3.34583792947262,0.608325321613403,0.435441697083427,1
"INTS12",1.1055551982012,3.10199400091122,0.607718469943303,0.435670789215357,1
"TMEM140",-0.705005068227401,3.28197807049494,0.60736622188591,0.435803839101302,1
"PXN",0.820325104197731,3.66426349192628,0.607010058960481,0.435938439247709,1
"APOL1",0.508351105096012,4.50367532116184,0.60677403271633,0.436027664937584,1
"NAV1",0.836313244585117,3.26084457569655,0.606319981348698,0.43619938506809,1
"GPI",0.559472342774015,4.52576974913023,0.606098736613191,0.436283105399457,1
"ZNF611",0.913819060065543,3.22335231422984,0.605633951991611,0.436459052971863,1
"ZNF770",0.914252058336765,3.22083896657952,0.605611201546089,0.436467668093581,1
"IFI16",0.935609818871186,3.21297812065117,0.605198644843433,0.436623941273689,1
"IER3",-0.605963398419939,4.07304332195061,0.605054327212775,0.436678626902711,1
"SNORA14B",0.525302710153644,4.42663073865275,0.604876506349746,0.436746030576634,1
"FAM102B",-0.572447006402586,3.59263928586389,0.604826877476836,0.436764840971354,1
"TMEM184B",0.616410240469689,4.20048166718753,0.604727570982848,0.436802480377411,1
"PMM2",0.870263165217402,3.08012404033092,0.604412908317217,0.436921813713617,1
"CASKIN2",0.870263165217402,3.08012404033092,0.604412908317217,0.436921813713617,1
"SIGMAR1",0.870263165217402,3.08012404033092,0.604412908317217,0.436921813713617,1
"SFXN1",-0.775810737725442,3.5860577543685,0.604178722834326,0.437010640359534,1
"DBN1",-0.651073804756793,3.85506164501478,0.603541732210958,0.437252422735852,1
"EIF4E",0.769989431394056,3.21408984230262,0.603516397272183,0.437262048573548,1
"SEC22B",0.902573588841244,3.40374517134536,0.603437226229998,0.43729210683986,1
"FGD5-AS1",0.82997070476393,3.56186965658326,0.602796803180339,0.437535449840211,1
"FOXP1",0.694873877877073,3.85353173793044,0.602491597792418,0.437651471446655,1
"KIAA0319L",-0.916559806474294,3.37867792883736,0.602355950667133,0.437703050561281,1
"UBC",0.428242328944515,5.30295376080073,0.602291986707966,0.437727401887845,1
"ZFYVE27",0.995772679724522,3.07955468545144,0.601660719569005,0.437967603280561,1
"CWF19L1",0.995772679724522,3.07955468545144,0.601660719569005,0.437967603280561,1
"TP53I11",0.995772679724522,3.07955468545144,0.601660719569005,0.437967603280561,1
"RORA",0.995772679724522,3.07955468545144,0.601660719569005,0.437967603280561,1
"KCTD11",0.995772679724522,3.07955468545144,0.601660719569005,0.437967603280561,1
"URB1",0.995772679724522,3.07955468545144,0.601660719569005,0.437967603280561,1
"MIR7-1",0.882980180691393,3.33863264956023,0.601180361881268,0.438150508680098,1
"MAPK9",0.676028799911866,3.7941726307047,0.601098728993532,0.438181615366604,1
"DDX46",0.698092939709288,3.80472341719387,0.60066603032967,0.43834650250857,1
"ACER3",0.905502504872668,3.22158601833039,0.600423403757379,0.43843900866748,1
"B4GALT1",0.519686105264717,4.44734216120306,0.599868641568902,0.438650628928233,1
"RABGGTA",0.904437760434409,3.22167524666384,0.599748151231457,0.438696604099965,1
"TPM2",0.904437760434409,3.22167524666384,0.599748151231457,0.438696604099965,1
"SLC27A1",0.771702888827793,3.17553413137689,0.599494364193401,0.438793476115356,1
"RPS6KA3",0.557712248796102,4.23238138204437,0.599258248330459,0.438883640025108,1
"ITSN1",0.903913125241664,3.22418999295056,0.598938183021561,0.439005897164381,1
"WDR61",0.90540155718948,3.21295597965646,0.598491379981834,0.439176654856261,1
"SNORD114-28",0.396315359430875,6.28420914431801,0.59831796328639,0.439242974280428,1
"PTAR1",0.924639139609048,3.21392164366066,0.597873132597589,0.439413104742393,1
"C1orf226",0.858298646550889,3.08090597452442,0.597444330057905,0.439577220289405,1
"TARSL2",0.858298646550889,3.08090597452442,0.597444330057905,0.439577220289405,1
"C17orf85",0.858850152765108,3.26208448083503,0.596980498719413,0.439754837099858,1
"C2CD5",0.759077701504092,3.21487029663032,0.596976863299226,0.439756229947663,1
"ZBTB14",0.75690825897555,3.22354265895185,0.596727739969502,0.439851677582839,1
"NAT8L",0.910958037758141,3.17439995649836,0.596418424183704,0.439970226952341,1
"SNX10",0.986291825288439,3.08030255109734,0.59618525959745,0.440059633186587,1
"INVS",0.986291825288439,3.08030255109734,0.59618525959745,0.440059633186587,1
"SNORD88C",0.364910923706652,10.9858920495779,0.595914681652215,0.44016342140999,1
"GORAB",0.985150653906457,3.08039174943927,0.595529317299252,0.440311279936032,1
"RABGEF1",0.985150653906457,3.08039174943927,0.595529317299252,0.440311279936032,1
"TRUB2",0.985150653906457,3.08039174943927,0.595529317299252,0.440311279936032,1
"CXorf23",0.9123860953287,3.16890301773178,0.595311709844128,0.440394804650285,1
"SSNA1",-0.684673354296239,3.30359597719545,0.594537407777278,0.440692237807744,1
"SCCPDH",0.896680718635986,3.22233345173017,0.594457547780238,0.44072292677025,1
"KIAA0232",0.846832056916691,3.34828616521799,0.593575813136965,0.441062021634993,1
"ITCH",0.586884757990446,4.08011810044714,0.593083705199502,0.441251466016729,1
"TAOK2",-0.798055733710359,3.46244178315942,0.592792601600005,0.441363573659041,1
"ITGAV",0.417148310144126,5.67209490132261,0.592634017948609,0.441424694101021,1
"RBM10",0.845721082550944,3.35967374082031,0.591859769039309,0.441723161001452,1
"ELF1",0.618452951226261,4.20107875989105,0.591837808662931,0.441731625000176,1
"HSD17B4",0.705606275513126,4.01258031918007,0.590947005233511,0.442075427734833,1
"LTBR",0.828349800889304,3.45902355969901,0.589933547754286,0.442467082058767,1
"NOA1",0.87574922205104,3.44069864238647,0.589479529613113,0.442642692882028,1
"RNF31",0.818453265709932,3.53897008126354,0.588813008738512,0.442900732253408,1
"SCARNA20",-0.438871501885612,4.89543286928273,0.588423675836451,0.443051559874366,1
"LGALSL",0.768758801311784,3.20691019515906,0.587442631838493,0.443431947704022,1
"CD63",0.559896589948464,4.19002658452636,0.587239983164284,0.443510589384096,1
"RBBP4",0.886756347212334,3.21453485596621,0.587163593494669,0.443540237058249,1
"TBCC",0.886756347212334,3.21453485596621,0.587163593494669,0.443540237058249,1
"SNORD115-14",-0.886429965471723,4.78536004798949,0.586334883366203,0.443862091780485,1
"EIF2AK1",-0.512110915662442,4.47296434861111,0.586224786914369,0.443904877089912,1
"CKAP4",0.777037455055465,3.53697659467947,0.585423510547685,0.444216443430532,1
"RFWD2",-0.667571846644173,3.2946522566812,0.585262474592527,0.444279120637999,1
"MYO9A",0.624834246959959,3.91023390208989,0.585162491652478,0.44431802185868,1
"UTRN",0.699756873182311,4.02761095959808,0.585129144329688,0.44433099621169,1
"MPRIP",0.765343056149334,3.5122633206901,0.584998234290843,0.444381952585243,1
