Time course #,timecourse3,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
YORF,0.0,5.0,10.0,15.0,20.0,30.0,40.0,50.0,60.0
YDR148C,1.0,0.968435426,0.7601980285000001,0.551960631,0.430054341,0.483829067,0.398754,0.223900401,0.246679854
YIL125W,1.0,0.830889211,0.577927597,0.812495349,0.591392693,0.564739609,0.4504482,0.494973161,0.374798968
YLR240W,1.0,0.930606279,0.7842748405,0.637943402,0.623994473,0.610045544,0.340337965,0.260624719,0.260624719
YCL009C,1.0,1.152874904,1.0331187065,0.913362509,0.7511495,0.895630863,0.62664741,0.48751,0.40125
YMR108W,1.0,0.904075451,0.701664382,0.714649167,0.59698894,0.467671459,0.298199971,0.256532102,0.281372664
YNR044W,1.0,0.680796267,0.6536681335,0.62654,0.5059392895,0.385338579,0.269532812,0.24915027,0.178541
YGL032C,1.0,0.8382092,0.81749205,0.729298443,0.63940312,0.542782306,0.358019353,0.171954792,0.171954792
YMR261C,1.0,1.06814261,0.797237832,0.92191586,0.8598058,0.821146468,0.638368963,0.453735516,0.638368963
YBR126C,1.0,1.086637024,1.089857323,1.10703619,1.124215057,0.9553585175,0.786501978,0.683556674,0.31688094
YDR074W,1.0,1.0926404015,1.185280803,1.162692833,1.140104863,1.1175168930000001,1.094928923,1.157664377,1.157664377
YML100W,1.0,0.840905049,0.7647339615,0.688562874,0.688578937,0.688595,0.572154,0.5326487,0.5326487
YPL074W,1.0,0.774965456,0.384439091,0.51732489,0.320908643,0.304706537,0.280495543,0.124608365,0.124608365
YLR102C,1.0,0.43766683,0.3529858595,0.268304889,0.277444216,0.286583543,0.29572287,0.44796000599999997,0.600197142
YNL172W,1.0,0.561602736,0.48527475,0.225887912,0.24889751249999997,0.271907113,0.129619712,0.129619712,0.129619712
YDR118W,1.0,0.9100524256666667,0.8201048513333333,0.730157277,0.355696976,0.403663564,0.276160148,0.383662532,0.383662532
YDL008W,1.0,0.830871132,0.6952783039999999,0.559685476,0.4341382585,0.308591041,0.454682212,0.445571501,0.445571501
YLR127C,1.0,0.601585326,0.418124861,0.234664396,0.234664396,0.234664396,0.234664396,0.234664396,0.234664396
YBL084C,1.0,0.700386055,0.6651866706666666,0.6299872863333333,0.594787902,0.272343357,0.27157024350000003,0.27079713,0.278571315
YOR249C,1.0,0.611148838,0.547757996,0.484367154,0.405841365,0.459090415,0.165726445,0.030058098,0.030058098
YFR036W,1.0,0.747892279,0.395293537,0.424248094,0.317991438,0.121572411,0.064131522,0.005768702,0.190697623
YKL022C,1.0,1.141554985,0.9007682214999999,0.659981458,0.6070581264999999,0.554134795,0.515496501,0.539525573,0.152057151
YGL240W,1.0,0.806946193,0.8028462075,0.798746222,0.7414570524999999,0.684167883,0.52875783,0.377486593,0.377486593
YER090W,1.0,0.739326101,0.5529868685,0.366647636,0.285017637,0.405951162,0.267061637,0.262552423,0.280497476
YKL211C,1.0,0.731157642,0.5908165304999999,0.450475419,0.414675593,0.32844899,0.144568665,0.131645664,0.13716325
YPL111W,1.0,0.517273991,0.30513264,0.392268496,0.224633658,0.292590268,0.370658586,0.171400832,0.171400832
YOR303W,1.0,0.559700904,0.419379141,0.509980296,0.491765259,0.487818114,0.351553385,0.412711499,0.576083306
YJR109C,1.0,0.909675711,0.8283242975,0.746972884,0.546250251,0.567306695,0.248593516,0.286409068,0.286409068
YPR018W,1.0,0.749691546,0.378639936,0.40573895,0.322521792,0.307876037,0.145574137,0.10058982,0.226683962
YML102W,1.0,0.606840662,0.200682368,0.244563316,0.110074664,0.105311024,0.031665617,0.012462226,0.070761327
YBR195C,1.0,0.637967605,0.45227380250000004,0.26658,0.29874,0.25617262,0.15344463,0.228291814,0.228291814
YDR080W,1.0,0.552583466,0.48521,0.521965251,0.458965,0.415871854,0.323156692,0.279514312,0.279514312
YDL077C,1.0,0.800508263,0.7801960315,0.7598838,0.685217069,0.436982625,0.37854,0.078299249,0.078299249
