Time course #,timecourse1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
YORF,0.0,5.0,10.0,15.0,20.0,30.0,40.0,50.0,60.0
YAL026C,1.0,0.703032081,0.7055461085,0.7080601360000001,0.7105741635,0.713088191,0.332218187,0.215325453,0.226495139
YIL125W,1.0,1.1766388,0.823169806,0.556528074,0.6346028969999999,0.71267772,0.427961912,0.320204112,0.276577798
YCL009C,1.0,0.626750438,0.447429995,0.486972401,0.46422140533333334,0.4414704096666667,0.418719414,0.183461871,0.233646393
YMR108W,1.0,0.748647153,0.69063903,0.552424791,0.5327666314999999,0.513108472,0.390072577,0.402922871,0.158191905
YGL032C,1.0,0.9488510265,0.8977020529999999,0.8465530795,0.795404106,0.474980613,0.625375536,0.320740166,0.016104796
YMR261C,1.0,0.8280561305,0.656112261,0.712989125,0.718917204,0.724845283,0.431831242,0.431831242,0.431831242
YBR126C,1.0,1.081303638,1.162607276,1.0745856025,0.986563929,0.696035005,0.500221369,0.365184399,0.230147429
YDR074W,1.0,1.0640497445000001,1.128099489,1.201043555,1.079345745,0.715795822,0.578502472,0.461964603,0.396040363
YML100W,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
YPL074W,1.0,0.75222302,0.710818146,0.783052371,0.814968916,0.7137954019999999,0.612621888,0.442902877,0.258528597
YLR102C,1.0,0.6981883425,0.396376685,0.469641686,0.532826784,0.596011882,0.65919698,0.251633638,0.134666005
YNL172W,1.0,0.6091694605,0.218338921,0.431204716,0.3073126785,0.183420641,0.177740814,0.177740814,0.177740814
YDL008W,1.0,0.857951333,0.91601612875,0.9740809245,1.03214572025,1.090210516,0.873140059,0.8144737135,0.755807368
YBL084C,1.0,0.656513204,0.943178059,0.653717277,0.611332459,0.494232663,0.377132867,0.31395137149999996,0.250769876
YHR166C,1.0,0.73868003,0.47736006,0.489220208,0.4432574545,0.397294701,0.386353632,0.2236197685,0.060885905
YOR249C,1.0,0.809871071,0.828845442,1.095425137,0.609873775,0.058322394,0.229539964,0.21418470950000001,0.198829455
YFR036W,1.0,0.633065668,0.641082591,0.726604054,0.478347735,0.471216521,0.464085307,0.464085307,0.464085307
YKL022C,1.0,1.00772118,0.514347296,0.4807485643333333,0.44714983266666664,0.413551101,0.360663052,0.421776724,0.623398683
YGL240W,1.0,0.997309906,1.136921989,0.518913372,1.145882751,0.967209932,0.439047694,0.738078568,0.738078568
YER090W,1.0,0.708740367,0.529503725,0.516972016,0.697631673,0.532781664,0.275314661,0.041016733,0.122581925
YKL211C,1.0,0.948410759,0.49866167,0.890890503,0.554537225,0.190012041,0.17271769,0.098147856,0.240273777
YPL111W,1.0,0.821737399,0.553325908,0.432474087,0.423394405,0.242296703,0.232521626,0.21371258450000002,0.194903543
YOR303W,1.0,0.427898138,0.382011723,0.34997459,0.497198494,0.479128249,0.585118202,0.397925454,0.208292873
YJR109C,1.0,0.911694909,0.787251348,0.85919627,0.7313763123333333,0.6035563546666667,0.475736397,0.421661396,0.211698599
YPR018W,1.0,0.744108695,0.58904292,0.415707983,0.429212311,0.128747887,0.12860236,0.12845683300000002,0.128311306
YBR195C,1.0,0.363335648,0.283350905,0.3254,0.239220042,0.201548,0.100774,0.0,0.0
YDR080W,1.0,0.604196349,0.581171663,0.795772652,0.524911688,0.732087272,0.179124329,0.296,0.290487881
YDL077C,1.0,1.074979735,0.9120293930000001,0.749079051,0.349274538,0.547257567,0.158291514,0.195188902,0.208919414
YHR060W,1.0,0.688661553,0.506747476,0.437829965,0.574810095,0.270720085,0.117067124,0.0903322605,0.063597397
YKL119C,1.0,0.74286,0.48572,0.387952,0.302027403,0.277508058,0.25298871300000003,0.228469368,0.203950023
YML057W,1.0,0.743920831,0.422114967,0.288640187,0.638328701,0.39675518200000004,0.155181663,0.110358072,0.065534481
YLR433C,1.0,0.905275337,0.817614708,0.446746841,0.205415675,0.191503916,0.177592157,0.163680398,0.149768639
YIL033C,1.0,0.667946956,0.822095948,0.581710196,0.466984862,0.55321393,0.5283443645,0.503474799,0.232211827
YHR135C,1.0,0.811881397,0.305857259,0.316749564,0.26320510799999997,0.209660652,0.068443969,0.154887105,0.072523135
YPL204W,1.0,0.629574881,0.5408574405,0.45214,0.375241,0.32541,0.300052683,0.2566500545,0.213247426
YOR061W,1.0,0.494856955,0.62015411,0.545971028,0.325605982,0.3131225925,0.300639203,0.065718491,0.145768719
YIL035C,1.0,0.636732151,0.550963522,0.496837976,0.474360776,0.287081347,0.2571710113333333,0.22726067566666666,0.19735034
YOR039W,1.0,0.376288626,0.361639839,0.34795403125,0.3342682235,0.32058241575,0.306896608,0.2882201525,0.269543697
YGL019W,1.0,0.507600656,0.380427521,0.884797827,0.21301666,0.401901961,0.131721347,0.207020889,0.253107106
YGR088W,1.0,0.890737838,0.9009653988571428,0.9111929597142857,0.9214205205714285,0.9316480814285714,0.9418756422857142,0.9521032031428571,0.962330764
YJR064W,1.0,0.533335639,0.362346219,0.57789198,0.233781917,0.437413916,0.135914819,0.016656012,0.110113077
YJL014W,1.0,0.593183282,0.461606049,0.309882753,0.158159457,0.117980986,0.105590434,0.134249313,0.264287553
YDR188W,1.0,0.856920907,0.417658714,0.248523325,0.282902825,0.140021427,0.110820004,0.155980356,0.043508488
YIL142W,1.0,1.005696704,0.436217474,0.315822923,0.472373221,0.297912797,0.158390082,0.222572787,0.134938484
YDR212W,1.0,0.9031705,1.08239972,0.572818079,0.462830262,0.20607359,0.232266132,0.1531253095,0.073984487
YJL008C,1.0,0.474424527,0.462078329,0.30328456,0.354172673,0.250851702,0.147530731,0.121190404,0.094850077
YDL143W,1.0,0.75081001,0.843551704,0.819535186,0.497367014,0.514225374,0.371330215,0.54834767,0.330472274
YAL040C,1.0,0.8413892035,0.682778407,0.541227166,0.399675925,0.53078442,0.059514366,0.059514366,0.059514366
YMR199W,1.0,1.214288602,0.68877712,0.8443885600000001,1.0,0.868393855,0.565341511,0.390073616,0.214805721
YGR108W,1.0,0.781067326,0.64961383,0.6004106905,0.551207551,0.473060543,0.394913535,0.272885639,0.272885639
YPL256C,1.0,0.508139035,0.451055429,0.134294053,0.222229822,0.111229277,0.126402423,0.126402423,0.126402423
YPR119W,1.0,0.486541604,0.4048034005,0.323065197,0.409514837,0.113126276,0.095326768,0.1337216655,0.172116563
YLR210W,1.0,0.630036661,0.76346646,0.580292933,0.397119406,0.296740189,0.196360972,0.3098758115,0.423390651
YPR120C,1.0,0.953196555,0.288692639,0.21423349049999998,0.139774342,0.204732408,0.147811312,0.2152816105,0.282751909
YDL155W,1.0,0.530866793,0.542805633,0.68882504,0.438781658,0.664521166,0.212698966,0.212698966,0.212698966
YPL031C,1.0,0.8655965480000001,0.731193096,0.628004412,0.577679347,0.5717264145000001,0.565773482,0.4934829165,0.421192351
YDL127W,1.0,0.881568883,0.605243745,0.391431048,0.177618351,0.157803741,0.137989131,0.137989131,0.137989131
YOL001W,1.0,0.847233308,0.888506857,0.929780406,0.844620937,0.5950148645,0.345408792,0.4025548055,0.459700819
YGL134W,1.0,0.775579592,0.730981506,0.279200093,0.539157374,0.365742089,0.410492568,0.410492568,0.410492568
YDR443C,1.0,0.554642487,0.387538893,0.5089891865,0.63043948,0.382159011,0.118192147,0.1103860735,0.10258
YCR081W,1.0,0.459103458,0.302583617,0.681265474,0.062809019,0.787315096,0.086410854,0.459851944,0.220136916
YNL025C,1.0,1.199842142,0.710844426,0.608944943,0.848973602,0.449208751,0.495462255,0.3989774145,0.302492574
YPL042C,1.0,0.629155684,0.674508976,0.599951258,0.33221479,0.465480182,0.039100892,0.141473605,0.141473605
YBR149W,1.0,1.101066728,0.657224992,0.468370185,0.688777327,0.5470015405,0.405225754,0.303694884,0.202164014
YLR284C,1.0,0.9713858856666666,0.9427717713333333,0.914157657,1.04634672,1.178535783,0.954903482,0.385943251,0.094324456
YDR166C,1.0,0.910444609,0.903609786,0.957443622,1.011277458,1.139156872,0.573778704,0.569269402,0.357674322
YER008C,1.0,1.130120282,0.9392951445,0.748470007,0.92461751,0.92461751,0.8414176185,0.758217727,0.503586596
YGL233W,1.0,1.168467671,0.469989509,0.78093495,0.969019447,0.624952802,0.395590331,0.228053962,0.391939442
YLR166C,1.0,0.695921804,0.7640920373333333,0.8322622706666667,0.900432504,0.713380501,0.295086612,0.261041198,0.168507627
YPR055W,1.0,0.9777307184999999,0.955461437,1.0602903275,1.165119218,0.9002806425000001,0.635442067,1.094930876,0.754331292
YIL068C,1.0,0.8473048065,0.694609613,0.740222222,0.5424346099999999,0.344646998,0.397426844,0.393953852,0.278331903
YKL182W,1.0,0.512815117,1.071164732,0.641874512,0.464702941,0.386506662,0.316761473,0.446980877,0.121618446
YPL231W,1.0,0.776969435,0.499858502,0.675097899,0.695444042,0.350119601,0.239259202,0.296106851,0.160667491
YOR221C,1.0,0.804274056,0.710201933,0.738486759,0.848827112,0.6600957705,0.471364429,0.217588564,0.300915371
YPL262W,1.0,0.826578864,0.728963131,0.734392359,0.929577659,0.723571404,0.466962409,0.267613557,0.278870511
