Gene,Half-life Time Course 2
YAL026C,67.24209005514984
YDR148C,36.266616606820165
YIL125W,40.482327758974414
YLR240W,56.78938233658826
YCL009C,50.01307082915368
YMR108W,38.222683982058136
YNR044W,30.95041106844333
YMR261C,249.87342984761128
YBR126C,-3568.0550112947694
YDR074W,-190.81803146196742
YML100W,241.37318089469866
YNL172W,26.530116193398054
YDR118W,38.11619658496678
YLR127C,22.966899939944543
YBL084C,34.007230838271845
YHR166C,68.01400481161865
YOR249C,39.5990672309838
YFR036W,8.438291301205943
YKL022C,1088.8307334698197
YGL240W,49.090622596949686
YER090W,24.18869494857225
YKL211C,15.723624257553755
YPL111W,7.703282643216053
YOR303W,27.62001574995576
YJR109C,77.7081526161842
YPR018W,11.6194046821316
YML102W,9.822894671952673
YBR195C,10.208376222987026
YDR080W,37.22503983580461
YDL077C,53.82562143932981
YHR060W,15.27359795131785
YKL119C,33.387827708342904
YKL190W,18.09908239591048
YML057W,23.02026082239158
YLR433C,11.94091836446698
YIL033C,16.324260655057685
YPL203W,23.428476461467532
YKL166C,46.294956732742214
YHR135C,7.599211337965952
YPL204W,6.102953358324041
YER123W,26.040655880408156
YIL035C,21.868413929878393
YOR039W,6.130921739911912
YGL019W,36.99304517146666
YJR064W,11.076556328460292
YJL014W,9.382152101694471
YDR188W,7.256879827189708
YIL142W,7.946916382495346
YDR212W,22.392455906625887
YJL111W,239.66260761304707
YJL008C,15.729397534461231
YDL143W,15.222410785179623
YBL039C,8.522402386393708
YAL040C,17.150081320159128
YGR108W,4.314822369373086
YPL256C,5.0491588381917865
YBR160W,15.286833044407324
YPR119W,10.292012221591301
YPR120C,2.539453042669501
YDL155W,6.838655789514198
YPL031C,14.698577025882404
YDL127W,12.38924800014503
YOL001W,-411.7899104829701
YPL219W,156.88290719247908
YGL134W,49.91676874194753
YDR443C,18.324907381676994
YCR081W,17.509528351536225
YBR149W,21.46483593268798
YDR166C,36.90450425668314
YGL233W,18.45298070937534
YLR166C,96.96745429811003
YPR055W,45.22348952385391
YKL182W,46.22188437175454
YPL231W,20.881052324897457
YOR221C,23.46665801767843
YPL262W,88.88554862724325
YEL003W,17.853020269300373
YNL153C,9.114887170928009
YLR200W,8.919439142712644
YML094W,16.757453521987475
YGR078C,5.8938976129954845
YDL090C,9.170535383526351
YGL155W,7.84797007824862
YOR370C,9.394915169467904
YPR176C,8.241830513185635
YCR034W,12.51288418393968
YGR032W,30.280972353527034
YPR159W,36.12140197210607
YGR143W,5.77994991893197
YAL044C,50.1321622845948
YDR019C,112.49655654476543
YMR189W,10.084991088469746
YGL008C,24.532046831975634
YEL017C-A,37.30502197358925
YPL036W,36.124558630492004
YCR024C-A,15.439651336913126
YLR447C,23.462603512722243
YBR127C,62.905707003615355
YKL080W,20.355959970455483
YEL027W,22.67521758876618
YPR036W,36.41047583882586
YHR039C-A,21.91135788751082
YEL051W,20.903225281093647
YGR020C,20.512271045014447
YDL185W,62.28081075455307
YHR026W,13.882134053758818
YOR270C,34.14807351981577
YPL234C,19.959365965367535
YMR054W,12.680830349070863
YGL253W,27.33462166105766
YPL001W,17.59843286227431
YEL056W,22.955979809659095
YNL021W,11.38085812410776
YMR263W,4.477231178006001
YOR136W,25.018308034058418
YNL037C,21.751470704210707
YGR167W,22.926471481099046
YBR097W,16.874928725835648
YBR080C,14.495404728026575
YBL050W,18.146501839382402
YKL196C,10.598967025050536
YKR068C,8.650300270690359
YDR472W,41.85884016667798
YOR115C,44.21051086629803
YML077W,56.77916607381668
YGR166W,23.026867278027144
YDR246W,40.416103305066486
YMR218C,15.220725794341313
YDR108W,43.21938551716183
YDR407C,20.667928498349724
YLR025W,25.259564786626274
YPR173C,12.635952021288253
YKL041W,24.203328858946147
YPL045W,20.566185524199213
YLR396C,42.58564726715585
YMR231W,27.23341923701239
YJR065C,28.913769520457365
YIL062C,16.162296534352784
YLR370C,25.92712634061667
YKL013C,20.293481870026767
YNR035C,32.55779758643323
YGR238C,86.89451936783247
YHR158C,15.139533849998049
YGR140W,20.44232311391489
YMR168C,27.41778654334193
YKL049C,25.707716347479202
YKL089W,13.70798159479354
YBR115C,22.629588749786116
YGL154C,22.240413682650907
YGR082W,86.85232875454463
YNL131W,11.284754868251516
YNL070W,13.2519056508289
YOR045W,8.280774572080784
YMR203W,14.525055726186512
YNL121C,11.32637798855066
YHR117W,20.739998136574517
YAL009W,26.337234642510758
YMR080C,13.952795466321351
YHR077C,4.433456752162947
YLR335W,14.629972788437577
YBL079W,32.65002166163847
YIL115C,29.352793431771065
YDR192C,15.359378744323454
YKR082W,59.139472752047965
YOR098C,14.777526007107795
YER105C,32.98888510391533
YMR047C,40.18654253789058
YKL068W,10.679988393278114
YGR119C,7.513185125068632
YGL172W,10.803458311680627
YJL061W,71.87482808887702
YGL092W,16.027739790211488
YGL100W,6.90224299209183
YKL057C,16.081436600550628
YJR042W,17.73442670318306
YDR224C,5.609039618095857
YBR010W,5.568454416413632
YNL030W,5.558277244930988
YDR225W,6.758954186797674
YBL002W,8.935437459831759
YBL003C,5.5010015845917355
YBR009C,5.149534849855252
YNL031C,5.879911078349782
YLR060W,32.56216196785598
YFL022C,36.08251489052652
YPR047W,55.1878887602915
YGR240C,46.186571171841614
YMR205C,47.25196400418221
YMR035W,18.700804655919192
YLR163C,16.790238036952655
YHR024C,12.786534519870994
YGR270W,41.81500793287752
YDL020C,57.48286240156897
YDR069C,26.28339971361228
YDL040C,11.898032570667045
YHR013C,13.18926418400479
YAL038W,121.16539967721762
YOR347C,-174.28441300448947
YER178W,43.532462838291984
YBR221C,27.700121196530564
YNL071W,45.70059789405756
YGR193C,33.655826703549145
YLR357W,7.280313356739433
YKR008W,8.864934804288604
YOR213C,9.758799844000382
YFR037C,10.329882082880625
YGR056W,5.458766875582974
YCR052W,20.66355976428619
YDL017W,7.106104647855971
YJL194W,4.17601695803205
YLR318W,73.71416901290007
YKL141W,21.47832495579756
YLL041C,66.95587077801616
YDR178W,60.288352058775104
YKL148C,44.564879170275624
YDR529C,30.352413052507575
YJL166W,25.69009884829211
YHR001W-A,43.83787202861229
YBL045C,28.393194298344053
YFR033C,7.409629188844322
YPR191W,39.69347824237947
YOR065W,27.64301636320072
YGR183C,25.123529425853047
YGL187C,11.446981195307877
YLR038C,35.80529630986459
YMR256C,20.100086635189143
YGL191W,38.726185036951
YDL067C,47.90529517161437
YHR051W,34.54433685555067
YLR395C,13.37973839199251
Q0045,220.78148135514476
YJR121W,24.16562783287902
YBL099W,36.6369379226174
YBR039W,18.044840939777462
YDL004W,14.766168351149885
Q0130,61.45575389207712
YPL271W,41.25434681546383
YLR295C,14.026985642807288
YDR377W,16.94883375059815
YDR298C,12.656350231791121
YPL078C,14.411164612959688
