Gene,Half-life Time Course 3
YDR148C,24.5849902298735
YIL125W,36.266616606820165
YLR240W,29.364785492653915
YCL009C,62.10333319715036
YMR108W,26.675819554823946
YNR044W,20.929135492339476
YGL032C,27.235350501027714
YMR261C,69.84721669070875
YBR126C,97.91028713644883
YDR074W,-221.2324734278899
YML100W,49.95984781043633
YPL074W,14.317159873124778
YLR102C,11.953344576086737
YNL172W,9.51494084847059
YDR118W,26.739223301398724
YDL008W,27.63995291750101
YLR127C,9.749899384799273
YBL084C,21.917480110841904
YOR249C,14.851969080483883
YFR036W,10.622696859171006
YKL022C,36.4963260951943
YGL240W,42.055071257733275
YER090W,16.365534307779548
YKL211C,15.258211504547619
YPL111W,10.469736481843377
YOR303W,26.487141679477055
YJR109C,28.53852547799986
YPR018W,12.45206415872404
YML102W,6.1001967876437035
YBR195C,11.003941934908218
YDR080W,19.524193794170706
YDL077C,24.467281982344588
YHR060W,10.213443134583034
YKL119C,29.761591275379903
YKL190W,14.732921860735301
YML057W,12.191289507603436
YLR433C,14.638438078154477
YIL033C,15.680346925954897
YPL203W,15.364674044753544
YKL166C,16.319754950138606
YJL164C,12.792742660779746
YHR135C,7.634781278542936
YPL204W,6.268555633964198
YER123W,17.18977570954912
YOR061W,13.646404662680718
YIL035C,12.870413470749567
YOR039W,6.490399818993848
YGL019W,20.826848877795857
YJR064W,7.476241653952105
YJL014W,6.5175064112189345
YDR188W,5.818174776138431
YIL142W,3.782274081430675
YDR212W,20.084435397684327
YJL111W,6.126963690413646
YJL008C,7.154946873124618
YDL143W,14.615782260634397
YBL039C,8.603385403059486
YAL040C,19.565873018740007
YMR199W,5.797637598686131
YGR109C,23.967037389302114
YGR108W,5.484181121674427
YPL256C,3.729116670773457
YBR160W,19.315412462767476
YPR119W,4.007493435036034
YLR210W,11.47970582136404
YPR120C,5.479525341294249
YDL155W,24.77279158496728
YPL031C,13.932097568473887
YDL127W,19.338693038147902
YOL001W,20.014857651386922
YPL219W,4.177546590908236
YNL289W,19.554653574044544
YGL134W,13.62322964140048
YDR443C,13.045080689557405
YCR081W,12.285028834392335
YNL025C,23.85174751642204
YBR149W,21.403695705330914
YLR284C,23.488921478969278
YDR166C,27.95986664058063
YER008C,25.848244839249475
YGL233W,21.02370381147267
YLR166C,29.08069592507058
YPR055W,43.26609465483017
YIL068C,20.90017200721682
YKL182W,28.944523212355136
YPL231W,19.516038967968726
YOR221C,19.09502708492526
YPL262W,50.2881772384674
YEL003W,19.314967932917053
YNL153C,6.488619062084272
YLR200W,7.059976298116205
YML094W,7.257256247839295
YGR078C,4.245401407013978
YDL090C,5.329726128661025
YGL155W,7.969959747404686
YOR370C,8.27503170740737
YJL031C,17.696075731599695
YPR176C,12.94897300472872
YLR342W,26.13143009203795
YCR034W,8.269935773679462
YGR032W,16.215854753264612
YPR159W,15.530228667056074
YGR143W,2.9249297997060455
YAL044C,51.10366402519267
YDR019C,29.228023158310773
YMR189W,22.545942405431546
YGL008C,24.804999587694233
YEL017C-A,27.92321229378493
YPL036W,37.79991781450024
YCR024C-A,21.773333281717225
YLR447C,14.034432708075308
YBR127C,40.87864998199295
YKL080W,17.56012783471689
YEL027W,30.37941308869821
YPR036W,27.87599265101445
YHR039C-A,16.949424602459207
YEL051W,20.170747874815888
YGR020C,25.566726657784184
YDL185W,46.41197141142567
YHR026W,20.19323509650401
YOR270C,29.44161871602715
YPL234C,19.720007436210928
YMR054W,11.957019842429917
YGL253W,32.390801266881326
YPL001W,16.93280039007483
YEL056W,24.975076626582577
YNL021W,3.002962083269066
YMR263W,5.744783487125306
YOR136W,20.30934701466066
YNL037C,33.585231777888275
YER065C,23.051413338960504
YGR167W,12.986589316715314
YGL206C,28.332866570408715
YBR097W,27.370697065305226
YBR080C,11.21777754005706
YBL050W,13.334857566471184
YKL196C,4.17973295015129
YKR068C,14.119669756128742
YDR472W,24.281500458952948
YBR254C,7.359225640561844
YOR115C,9.752023278262207
YML077W,25.094854027768516
YGR166W,12.497343569927322
YDR246W,9.284886142591198
YMR218C,11.170146943985447
YDR108W,23.154154442434898
YDR407C,9.11945055085284
YLR025W,36.4829481474008
YPR173C,11.662709692166342
YKL041W,15.786436770986194
YPL045W,12.92176575235089
YLR396C,25.459734169674892
YMR231W,18.29706265831803
YJR065C,18.283811881954694
YIL062C,17.18154102332645
YLR370C,14.032618781819378
YKL013C,9.969036632675845
YNR035C,25.568408415275538
YHR158C,10.728539598788398
YGR140W,16.151144158902785
YMR094W,30.92638460682849
YMR168C,9.056116606278476
YKL049C,8.230196012714474
YKL089W,7.528186537284572
YBR115C,17.377040037617615
YGL154C,16.062062024933784
YGR082W,13.736655013876721
YNL131W,12.366169556532354
YNL070W,10.626212499315612
YOR045W,8.90566344190244
YMR203W,10.376425595352744
YNL121C,9.899979959060177
YMR060C,17.67455306383736
YHR117W,13.528056019298466
YAL009W,14.38848369747155
YHR004C,20.495121870921043
YMR080C,9.110941222851576
YGR072W,9.612112578947407
YHR077C,21.642066582568454
YLR335W,11.925549035492333
YBL079W,18.627924158323605
YIL115C,18.299778715711966
YML103C,21.2020273111176
YMR129W,8.55858492091843
YKR082W,21.370926189543166
YOR098C,11.651059642565285
YER105C,17.244507908802532
YMR047C,14.03258201102746
YKL068W,6.952543469779024
YER107C,7.065847252301612
YGL172W,8.540386140035334
YJL061W,17.32075237702283
YGL092W,9.33950894955755
YGL100W,7.420811854634517
YKL057C,11.781329926668375
YJR042W,17.303505446026083
YDL116W,13.467279630876867
YDR224C,7.423313231965671
YBR010W,4.822155212454982
YNL030W,5.012732722710716
YDR225W,5.867244469934026
YBL002W,11.923406325769735
YBL003C,8.889586381708847
YBR009C,6.629258095675579
YNL031C,6.902286048778561
YJL088W,20.017428186939348
YLR060W,16.504465351547175
YFL022C,19.13384967707225
YGR240C,39.61805161558896
YMR205C,28.565245618345187
YMR150C,18.122096010655852
YLR163C,17.716595981951794
YHR024C,12.790205727975335
YGR270W,19.347260196747552
YDL020C,28.441619347993274
YDR069C,26.45957818350886
YDL040C,10.692450437684771
YHR013C,7.607218921993958
YOR347C,237.08594001275478
YER178W,46.2617361065136
YBR221C,25.583949857105594
YNL071W,39.40505149050743
YGR193C,23.377443975505578
YIL126W,14.02369842275457
YLR357W,6.722424456725601
YKR008W,12.472900882700497
YLR321C,9.548358019140073
YOR213C,10.226184227042982
YFR037C,7.65322318425366
YGR056W,7.515513113444438
YCR052W,9.737957512331361
YDL017W,5.38630296689906
YJL194W,1.9121543328689854
YIL009C-A,15.957429781598185
YLR318W,17.91148709591778
YLR233C,11.778019629120623
YKL141W,21.06361894586349
YLL041C,36.01671419628679
YDR178W,19.37080551653168
YKL148C,33.922252867421044
YDR529C,17.49450897579699
YJL166W,19.293911863332806
YHR001W-A,24.37730553839182
YBL045C,28.349735947571904
YFR033C,4.65069632073756
YPR191W,37.960492760795724
YOR065W,12.745804282657263
YGR183C,20.784109040975476
Q0105,41.6274634175645
YGL187C,14.646238077081042
YLR038C,18.363394556356344
YMR256C,11.406992409295546
YGL191W,24.07694672302007
YDL067C,26.698665856288237
YHR051W,40.62075770734371
YLR395C,18.737146546234843
Q0275,93.67570372586066
YNL052W,13.559177419578328
Q0045,60.02498562303342
YJR121W,19.73236077929365
YBL099W,52.789442948430555
YBR039W,20.27342151427966
YDL004W,13.549757630167813
Q0130,55.65534123767719
YPL271W,22.091227626638
YLR295C,14.842732377520685
YPR020W,40.22586336615009
YDR377W,10.321009072437413
YDR298C,11.672774203928403
YPL078C,12.653922329363944
Q0080,46.12353984787729
YKL016C,8.648892258861075
YDL181W,19.70322210560335
Q0085,-134.99400322209144
YGR207C,17.20298993706015
YGR180C,36.96336775425458
YJL026W,33.60714998934043
YER070W,5.886794983295372
YIL066C,24.884819886528017
YJL209W,13.528027429161341
YHL038C,4.105987777427012
YBR188C,15.859727849192621
YDR194C,11.238831736188546
YOR334W,8.058011903019885
YDL044C,13.98174935253046
YPR134W,18.598215160051723
Q0120,773.4846553702392
YLR382C,7.65824397006407
YIR021W,23.28842382137662
YKR052C,17.602171650299898
YML008C,17.902959123482557
YJR090C,18.941497255336255
YIL046W,13.209243372620016
YER133W,13.180591293853489
YDR028C,25.25596869382305
YKL193C,25.42188553242343
YMR311C,9.303760328131123
YOR178C,-49.025880777230334
YER054C,18.667281923173295
YGL115W,8.835973894777679
YJL089W,24.424921743181404
YER027C,14.846549675545894
YDR477W,20.454801912046456
YDR422C,15.454646429184107
YGL208W,28.008385930759
YBL016W,4.127032722865317
YDL159W,12.942131131046331
YDR103W,10.376358683818134
YLR362W,11.853639304058325
YGR098C,24.38119703049419
YDR113C,8.61140044199613
YGR113W,19.001928332267653
YGL061C,13.893869768595268
YAL047C,14.125536652126407
YBR109C,23.325251966050516
YOR257W,11.139359428328191
YMR117C,14.024389272013071
YOR373W,14.528629514826111
YNL225C,14.080691067758746
YDR356W,9.542779875240482
YNL188W,0.8337060595163129
YKL042W,18.283041151628115
YPL255W,4.518513901446625
YER018C,10.517478728380253
YDR201W,4.423510464640738
YMR065W,2.528820665773182
YIL144W,23.16129017555059
YOL069W,4.896882481289333
YKR037C,4.993463312157203
YOR142W,13.460239841701533
YGR244C,22.02504890137063
YIL072W,13.562182863776918
YDR285W,27.179307895499182
YNR045W,7.7062011955190135
YMR282C,8.215954967485057
YLR067C,1.691206143720534
YER153C,20.250173758818026
YLR203C,7.9850707124343545
YMR257C,38.9033075570882
YMR064W,8.30936011439201
YBL080C,3.879235715167356
Q0140,103.14157565230518
YNL137C,8.171771599498445
YCR046C,4.892666255001688
YJL148W,5.34462840636535
YJR063W,30.839927718921253
YNL248C,6.031714756403919
YPR010C,6.814499155753787
YOR341W,18.704930111130373
YOR340C,5.1625238872435375
YPR056W,15.34767968452527
YOR116C,10.579375938925232
YNL151C,7.028720311669082
YNR003C,11.168243108583537
YOR207C,16.982673314585558
YKL144C,17.70403593711554
YPR190C,8.884292973546524
YPR186C,2.4867356339908704
YGR246C,12.807281327442455
YAL001C,17.65605898792436
YOR110W,2.9321517893857174
YGR047C,5.757583460626722
YBR123C,9.724156404281576
YDR362C,4.925953228494635
YOR358W,7.824147085917497
YKL109W,34.71446734523115
YBL021C,12.112339027233293
YGL237C,18.060553144323972
YPL228W,17.18435213129829
YGL130W,9.826114934958852
YML043C,1.6217937609975677
YBL014C,10.155273220770757
YJL025W,19.86154119237245
YLR141W,8.671846424479773
YMR270C,6.8216211197241305
YBL025W,7.754667459744905
YPL086C,5.8021930067417244
YKL058W,32.61270205622662
YOR194C,14.554929960877022
YPR086W,13.520784747016432
YKL028W,10.423435790192913
YKR062W,12.110916694114183
YGR186W,16.685524973605425
YGR005C,7.50756281301261
YER019C-A,12.129821626034934
YJL002C,15.205855210599045
YEL002C,22.61839220255703
YOR103C,19.151039628096747
YDL232W,13.886568424609038
YMR149W,10.206089072876514
YGL022W,13.857028917102197
YOR085W,16.86538596737481
YGL226C-A,27.957640585174047
YML019W,10.254740571780635
YML055W,20.272620896962625
YJR010C-A,20.094208928959315
YIR022W,11.099794128827284
YDL092W,10.64540669106379
YKL122C,9.110562889952705
YPL210C,12.81455084247497
YPL243W,10.019617844897807
YPR088C,10.319724621427802
YML105C,6.350104407801923
YKL154W,44.70521655043433
YDR292C,8.620059225709216
YPL194W,10.132424119900831
YPR025C,12.414222702971657
YDL108W,20.812173433062206
YML112W,11.508613072179639
YJL006C,11.766285883893545
YKL139W,12.604535611272716
YML104C,21.79725818394851
YLR314C,13.782708444197276
YJR076C,4.231618738046769
YDL225W,2.976995159607316
YCR002C,14.145286249702679
YDR218C,22.531880132777914
YHR107C,12.165171057671309
