"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","developmental process","GO:0032502","true","0.006145070548617833","2.2114731268215375","309","597","52","6518","YOL132W,YMR136W,YOR298W,YMR104C,YIL099W,YJL048C,YDR403W,YDR402C,YCL048W,YHL024W,YOR255W,YPL200W,YPL123C,YGL170C,YDL222C,YKL113C,YOL019W,YBR200W,YHR084W,YBL016W,YMR017W,YBR010W,YDR369C,YNL030W,YNL031C,YDL017W,YDL070W,YGR056W,YBR009C,YGL261C,YCL067C,YDR348C,YML115C,YCL024W,YBR049C,YCR065W,YHR135C,YCR040W,YNL154C,YMR039C,YBR133C,YNL231C,YOR327C,YLR399C,YMR144W,YNL169C,YLR357W,YPL086C,YDR146C,YNL180C,YGL099W,YPL204W"
"GO:BP","anatomical structure morphogenesis","GO:0009653","false","0.006443365560727855","2.190887228501052","246","597","44","6518","YOL132W,YOR298W,YMR104C,YIL099W,YJL048C,YDR403W,YDR402C,YCL048W,YHL024W,YOR255W,YPL200W,YPL123C,YGL170C,YDL222C,YOL019W,YBR200W,YBL016W,YMR017W,YBR010W,YDR369C,YNL030W,YNL031C,YDL017W,YDL070W,YGR056W,YBR009C,YGL261C,YDR348C,YML115C,YCL024W,YCR065W,YHR135C,YNL154C,YMR039C,YBR133C,YNL231C,YOR327C,YLR399C,YNL169C,YLR357W,YPL086C,YNL180C,YGL099W,YPL204W"
"GO:BP","anatomical structure development","GO:0048856","false","0.007983044077075964","2.0978314728361735","248","597","44","6518","YOL132W,YOR298W,YMR104C,YIL099W,YJL048C,YDR403W,YDR402C,YCL048W,YHL024W,YOR255W,YPL200W,YPL123C,YGL170C,YDL222C,YOL019W,YBR200W,YBL016W,YMR017W,YBR010W,YDR369C,YNL030W,YNL031C,YDL017W,YDL070W,YGR056W,YBR009C,YGL261C,YDR348C,YML115C,YCL024W,YCR065W,YHR135C,YNL154C,YMR039C,YBR133C,YNL231C,YOR327C,YLR399C,YNL169C,YLR357W,YPL086C,YNL180C,YGL099W,YPL204W"
"GO:BP","organic substance metabolic process","GO:0071704","false","0.008146313365274865","2.0890388878674884","3668","597","385","6518","YNL191W,YPR151C,YBR228W,YGR248W,YMR186W,YDR317W,YBR072W,YBR126C,YPL281C,YHL021C,YOR120W,YMR174C,YKL018W,YIR025W,YJL206C,YOL132W,YMR112C,YHR079C,YMR136W,YOR298W,YJL089W,YDL190C,YKL011C,YOR027W,YDR428C,YPL106C,YLR091W,YHR079C-A,YMR323W,YBR169C,YGR142W,YOR393W,YBL075C,YNL009W,YLR445W,YMR104C,YKL108W,YNR004W,YIL099W,YGR249W,YPR068C,YMR304W,YJL048C,YPR164W,YDL105W,YER098W,YLR205C,YPR184W,YPR160W,YKL162C,YDR258C,YOR178C,YMR173W,YOL001W,YDR074W,YGL224C,YML054C,YDR097C,YDR531W,YGR010W,YKL109W,YDR259C,YBL098W,YOR028C,YPR193C,YDR066C,YKR067W,YCR036W,YJR098C,YMR271C,YNL160W,YKR023W,YHL024W,YAL011W,YIL172C,YJL030W,YMR322C,YDR126W,YDR446W,YGL125W,YOR344C,YJL047C,YLR165C,YPL200W,YPL123C,YLR251W,YJL013C,YIR013C,YMR196W,YDR125C,YPL067C,YGR066C,YLR081W,YAL015C,YLR258W,YDR280W,YLR467W,YDR088C,YKL113C,YFL066C,YGR074W,YHL038C,YGR143W,YBR154C,YHR054C,YBR158W,YDR399W,YDR197W,YOR310C,YDR362C,YLR197W,YFR034C,YOL018C,YHR084W,YPL029W,YBL016W,YGR076C,YPL256C,YPR187W,YCR046C,YLR103C,YIL061C,YNL232W,YPR034W,YMR270C,YJL148W,YDL111C,YGL078C,YLR175W,YBR010W,YPR120C,YDL207W,YDR156W,YKR024C,YDR369C,YMR167W,YDR496C,YER112W,YNL030W,YOL021C,YBR060C,YCL030C,YNL329C,YER190W,YBR202W,YOR056C,YHR069C,YGL028C,YNL031C,YIR008C,YDL017W,YNL317W,YDL070W,YDR225W,YDR449C,YDL131W,YOR145C,YDL208W,YGR103W,YGR056W,YML088W,YBR009C,YDR073W,YDL178W,YMR125W,YLL004W,YDR224C,YFL025C,YCL054W,YMR275C,YMR056C,YNL248C,YCR057C,YNL306W,YMR277W,YCL067C,YOR243C,YBR155W,YGL112C,YOL077C,YPR190C,YKL004W,YER107C,YDL182W,YDL201W,YLR009W,YLR057W,YER159C,YBL003C,YMR263W,YHR089C,YJR070C,YPR143W,YGL071W,YBR215W,YER070W,YDL074C,YKL156W,YAR018C,YDL013W,YMR285C,YFR028C,YBR278W,YCR106W,YFL023W,YLR401C,YLR380W,YLR300W,YGR005C,YNL082W,YML093W,YJL194W,YNL061W,YLR382C,YBR031W,YOR340C,YDR494W,YMR033W,YGR177C,YPL141C,YMR239C,YDR188W,YER002W,YKL009W,YHR143W-A,YPR163C,YKL082C,YBR092C,YLR147C,YDR299W,YLR355C,YOR232W,YJR076C,YDL014W,YDR012W,YBL035C,YOR320C,YPR119W,YML102W,YOR233W,YFR004W,YGR078C,YNL282W,YCR096C,YOL125W,YDR121W,YOR039W,YNR054C,YIL002C,YDR083W,YOL149W,YPR110C,YFL061W,YOR201C,YOR063W,YJL083W,YMR282C,YJL014W,YNL124W,YML115C,YML092C,YCL024W,YBR049C,YCR065W,YDR297W,YHR135C,YDR429C,YDR267C,YCR040W,YML080W,YJR069C,YPL043W,YDR175C,YJR068W,YPR051W,YGR047C,YJL198W,YNL186W,YBL068W,YNL154C,YDR419W,YCL031C,YNR046W,YBL032W,YMR039C,YBL039C,YGL083W,YDR441C,YKL167C,YNL004W,YMR179W,YNL002C,YIL021W,YNL113W,YLR141W,YKL173W,YBL024W,YPR169W,YPR145W,YBR133C,YPL128C,YNL153C,YLR180W,YDR120C,YNL255C,YDR113C,YGR159C,YDR463W,YKL068W,YOR370C,YML106W,YOL006C,YPL146C,YNL238W,YBR265W,YIL142W,YER055C,YJR147W,YHR072W,YJR007W,YDR349C,YGR162W,YHR088W,YNL231C,YOL115W,YPL013C,YLR399C,YOR167C,YCL005W,YGL213C,YLR079W,YHR081W,YBR195C,YOL093W,YOL010W,YBR038W,YOR001W,YNL169C,YEL046C,YEL040W,YKL170W,YHR066W,YNL110C,YLR357W,YOR017W,YLR020C,YPL086C,YGL084C,YOR281C,YNL333W,YDR146C,YLR320W,YPR041W,YKR085C,YML121W,YGR128C,YER025W,YER017C,YLR200W,YDR047W,YDR365C,YDR167W,YLR321C,YDR466W,YPL050C,YEL032W,YOR149C,YBR110W,YLR056W,YOR004W,YPL204W,YPR137W,YCR092C,YLL027W,YDR194C,YPL082C,YBR055C,YDL031W,YHR205W,YGL116W,YCL055W,YNL066W,YDR045C,YBR153W,YPL183C"
"GO:BP","nitrogen compound metabolic process","GO:0006807","false","0.008854225068753833","2.0528494427281325","3292","597","351","6518","YNL191W,YPR151C,YBR228W,YGR248W,YMR186W,YDR317W,YBR072W,YPL281C,YHL021C,YMR174C,YKL018W,YIR025W,YJL206C,YMR112C,YHR079C,YMR136W,YJL089W,YDL190C,YKL011C,YOR027W,YDR428C,YPL106C,YLR091W,YHR079C-A,YMR323W,YBR169C,YGR142W,YOR393W,YBL075C,YNL009W,YLR445W,YMR104C,YKL108W,YNR004W,YGR249W,YPR068C,YMR304W,YJL048C,YPR164W,YDL105W,YER098W,YLR205C,YKL162C,YDR258C,YMR173W,YOL001W,YGL224C,YDR097C,YDR531W,YGR010W,YKL109W,YDR259C,YBL098W,YOR028C,YPR193C,YDR066C,YMR271C,YNL160W,YKR023W,YHL024W,YAL011W,YJL030W,YDR126W,YDR446W,YGL125W,YOR344C,YJL047C,YLR165C,YPL200W,YPL123C,YJL013C,YIR013C,YMR196W,YGR066C,YAL015C,YDR280W,YLR467W,YDR088C,YKL113C,YFL066C,YGR074W,YHL038C,YGR143W,YBR154C,YHR054C,YBR158W,YDR399W,YDR197W,YOR310C,YDR362C,YLR197W,YFR034C,YOL018C,YHR084W,YPL029W,YBL016W,YGR076C,YPL256C,YPR187W,YCR046C,YLR103C,YIL061C,YNL232W,YPR034W,YMR270C,YJL148W,YDL111C,YGL078C,YLR175W,YBR010W,YPR120C,YDL207W,YDR156W,YKR024C,YDR369C,YMR167W,YDR496C,YER112W,YNL030W,YOL021C,YBR060C,YCL030C,YER190W,YBR202W,YOR056C,YHR069C,YNL031C,YIR008C,YDL017W,YNL317W,YDL070W,YDR225W,YDR449C,YDL131W,YOR145C,YDL208W,YGR103W,YGR056W,YML088W,YBR009C,YDR073W,YMR125W,YLL004W,YDR224C,YCL054W,YMR275C,YMR056C,YNL248C,YCR057C,YNL306W,YMR277W,YCL067C,YOR243C,YBR155W,YGL112C,YOL077C,YPR190C,YKL004W,YDL182W,YDL201W,YLR009W,YLR057W,YER159C,YBL003C,YMR263W,YHR089C,YJR070C,YPR143W,YGL071W,YBR215W,YER070W,YDL074C,YKL156W,YAR018C,YDL013W,YMR285C,YFR028C,YBR278W,YCR106W,YFL023W,YLR401C,YLR380W,YGR005C,YNL082W,YML093W,YJL194W,YNL061W,YLR382C,YBR031W,YOR340C,YDR494W,YMR033W,YPL141C,YMR239C,YDR188W,YER002W,YKL009W,YHR143W-A,YPR163C,YKL082C,YBR092C,YLR147C,YDR299W,YLR355C,YOR232W,YJR076C,YDL014W,YDR012W,YBL035C,YOR320C,YPR119W,YML102W,YOR233W,YFR004W,YGR078C,YNL282W,YCR096C,YOL125W,YDR121W,YOR039W,YNR054C,YDR083W,YOL149W,YPR110C,YFL061W,YOR201C,YOR063W,YMR282C,YJL014W,YNL124W,YML115C,YML092C,YCL024W,YBR049C,YCR065W,YDR297W,YHR135C,YDR429C,YDR267C,YCR040W,YML080W,YJR069C,YPL043W,YDR175C,YJR068W,YPR051W,YGR047C,YNL186W,YBL068W,YNL154C,YDR419W,YCL031C,YNR046W,YBL032W,YMR039C,YBL039C,YGL083W,YDR441C,YKL167C,YNL004W,YMR179W,YNL002C,YIL021W,YNL113W,YLR141W,YKL173W,YBL024W,YPR169W,YPR145W,YBR133C,YPL128C,YNL153C,YLR180W,YDR120C,YNL255C,YDR113C,YGR159C,YDR463W,YKL068W,YOR370C,YML106W,YOL006C,YPL146C,YNL238W,YBR265W,YIL142W,YER055C,YJR147W,YJR007W,YDR349C,YGR162W,YHR088W,YOL115W,YPL013C,YLR399C,YOR167C,YCL005W,YGL213C,YLR079W,YHR081W,YBR195C,YOL093W,YOL010W,YBR038W,YOR001W,YNL169C,YEL046C,YEL040W,YKL170W,YHR066W,YNL110C,YLR357W,YOR017W,YLR020C,YPL086C,YGL084C,YOR281C,YNL333W,YDR146C,YLR320W,YPR041W,YKR085C,YML121W,YGR128C,YER025W,YER017C,YLR200W,YDR047W,YDR365C,YDR167W,YLR321C,YDR466W,YPL050C,YEL032W,YOR149C,YBR110W,YOR004W,YPL204W,YPR137W,YCR092C,YLL027W,YDR194C,YPL082C,YBR055C,YDL031W,YHR205W,YGL116W,YCL055W,YDR045C,YBR153W,YPL183C"
"GO:BP","sno(s)RNA processing","GO:0043144","false","0.009998701515020669","2.0000563961476927","48","597","15","6518","YKL018W,YDR280W,YOR310C,YLR197W,YNL232W,YDL111C,YLR175W,YOL021C,YHR069C,YMR239C,YDL014W,YNL282W,YOL115W,YHR081W,YOR001W"
"GO:BP","cellular process","GO:0009987","false","0.010327957673783892","1.9859855505712025","4984","597","497","6518","YNL191W,YBR228W,YGR248W,YMR186W,YDR317W,YHL036W,YBR072W,YER150W,YFL050C,YBR126C,YPL281C,YHL021C,YDR384C,YOR120W,YNL275W,YKL018W,YIR025W,YJL206C,YOL132W,YMR112C,YHR079C,YMR136W,YGR179C,YOR298W,YJL089W,YDL190C,YKL011C,YOR027W,YPL161C,YOR192C,YDR428C,YDR153C,YPL106C,YGL121C,YJL207C,YOL162W,YLR091W,YHR079C-A,YHR021W-A,YKL050C,YMR323W,YBR169C,YLL053C,YJL129C,YGR142W,YOR393W,YBL075C,YNL009W,YLR445W,YMR104C,YKL108W,YNR004W,YKR004C,YIL099W,YGR249W,YPR068C,YMR304W,YBL064C,YPR164W,YDL105W,YJL042W,YLR205C,YPR184W,YDR403W,YPR160W,YLR045C,YDR402C,YKL162C,YDR258C,YOR178C,YMR173W,YOL001W,YDR074W,YGL224C,YMR251W-A,YML054C,YEL064C,YCL048W,YDR097C,YPL166W,YDR531W,YGR010W,YKL109W,YDR259C,YBL098W,YOR028C,YPR141C,YER104W,YOL052C-A,YJL204C,YPR193C,YDR066C,YKR067W,YCR036W,YMR271C,YNL160W,YKR023W,YHL024W,YAL011W,YPL192C,YJL030W,YMR322C,YDR126W,YDR446W,YOR255W,YGL125W,YOR344C,YJL047C,YPL174C,YLR165C,YPL200W,YPL123C,YJL013C,YIR013C,YML104C,YDR201W,YMR196W,YDR125C,YGL170C,YNL036W,YGR066C,YDL222C,YLR081W,YAL015C,YNL188W,YLR258W,YDR280W,YPR204W,YOR106W,YLR467W,YJL223C,YDR088C,YKL113C,YFL066C,YGR074W,YBR301W,YOL019W,YGL212W,YCL025C,YBR172C,YHL038C,YDR046C,YGR143W,YBR154C,YHR054C,YBR200W,YBR158W,YDR399W,YDR197W,YOR310C,YDL225W,YDR362C,YLR197W,YBL042C,YFR034C,YOL018C,YHR084W,YPL029W,YBR291C,YBL016W,YMR017W,YGR076C,YOL069W,YPL256C,YPR187W,YCR046C,YLR103C,YIL061C,YLR332W,YNL232W,YGR080W,YPR034W,YMR270C,YLR440C,YPL255W,YJL148W,YDL111C,YLR413W,YGL078C,YLR175W,YBR010W,YPR120C,YDL207W,YDR156W,YHR170W,YKR024C,YDR369C,YMR167W,YDR496C,YER112W,YNL030W,YOL021C,YBR060C,YCL030C,YNL329C,YER190W,YBR202W,YOR056C,YHR069C,YGL028C,YNL031C,YIR008C,YDL017W,YNL317W,YDL070W,YDR225W,YDR449C,YDL131W,YOR145C,YJL122W,YDL208W,YKL178C,YBR294W,YGR103W,YGR056W,YGL114W,YLR026C,YCL032W,YML088W,YBR009C,YDR073W,YDL178W,YMR125W,YLL004W,YDR224C,YFL025C,YCL054W,YMR275C,YMR056C,YNL248C,YCR057C,YGL261C,YNL306W,YMR277W,YCL067C,YOR243C,YBR155W,YGL112C,YLR319C,YOL077C,YER156C,YPR190C,YKL004W,YJR005W,YER107C,YNL313C,YDL182W,YDL201W,YCR102C,YLR009W,YLR057W,YER159C,YBL003C,YMR263W,YML031W,YHR127W,YHR089C,YJR070C,YPR143W,YGL071W,YBR215W,YER070W,YDL074C,YHR143W,YBR254C,YKL156W,YAR018C,YDL013W,YMR285C,YHL046C,YFR028C,YBR278W,YCR106W,YFL023W,YLR401C,YAL041W,YLR380W,YOR212W,YLR300W,YGR005C,YGR119C,YNL082W,YML093W,YGR009C,YJL194W,YNL061W,YLR382C,YBR031W,YOR340C,YDR494W,YMR033W,YGR177C,YPL141C,YMR239C,YDR188W,YER002W,YKL009W,YOR206W,YPR125W,YHR143W-A,YPR163C,YKL082C,YBR092C,YLR147C,YDR299W,YLR355C,YDR361C,YOR232W,YJR076C,YDL014W,YDR012W,YBL035C,YOR320C,YPR119W,YML102W,YDR348C,YOR233W,YFR004W,YMR055C,YGR078C,YNL282W,YCR096C,YOL125W,YDR121W,YOR039W,YNR054C,YIL002C,YDR083W,YKL122C,YOL149W,YPR110C,YFL061W,YOR201C,YOR063W,YIL047C,YJL083W,YMR282C,YJL014W,YNL124W,YML115C,YCL024W,YBR049C,YCR065W,YDR297W,YHR135C,YDR429C,YDR267C,YCR040W,YPL187W,YML080W,YDR470C,YJR069C,YPL043W,YDR175C,YJR068W,YPR051W,YGL100W,YMR123W,YGR047C,YJL198W,YNL186W,YBL068W,YNL154C,YDR419W,YCL031C,YOL020W,YPL243W,YDR346C,YNR046W,YBL032W,YMR039C,YBL039C,YGL083W,YDR441C,YFR033C,YOR045W,YKL167C,YNL004W,YMR179W,YNL002C,YIL021W,YNL113W,YLR141W,YKL173W,YBL024W,YPR169W,YPR145W,YBR133C,YPL128C,YLR292C,YNL153C,YLR180W,YDR120C,YNL255C,YDR113C,YGR159C,YDR463W,YKL068W,YOR370C,YML106W,YOL006C,YPL146C,YNL238W,YBR265W,YIL142W,YGR041W,YNL315C,YER055C,YJR147W,YHR072W,YJR007W,YDR349C,YGR162W,YHR088W,YNL231C,YOR327C,YMR185W,YOL115W,YPL013C,YLR399C,YOR167C,YNR017W,YGL077C,YCR094W,YCL005W,YGL213C,YLR079W,YHR081W,YBR195C,YOL093W,YOL010W,YBR038W,YOR001W,YMR144W,YNL169C,YEL046C,YBR267W,YEL040W,YKL170W,YHR066W,YNL110C,YLR357W,YOR017W,YLR020C,YPL086C,YGL084C,YOR281C,YNL333W,YDR146C,YLR320W,YPR041W,YKR085C,YNL180C,YML121W,YGR128C,YER025W,YGR096W,YER017C,YLR200W,YDR047W,YBR235W,YML030W,YPL244C,YDR365C,YGL099W,YDR167W,YLR321C,YNL283C,YDR466W,YPL050C,YEL032W,YNL090W,YJL212C,YOR149C,YBR110W,YLR056W,YOR004W,YDL198C,YNL121C,YPL204W,YPR137W,YHR005C-A,YCR092C,YLL027W,YDR194C,YPL082C,YBR055C,YNL268W,YDL031W,YHR205W,YGL116W,YCL055W,YNL066W,YDR045C,YBR153W,YLR322W,YPL183C"
"GO:BP","sno(s)RNA metabolic process","GO:0016074","false","0.011066757695079992","1.9559795987588475","54","597","16","6518","YKL018W,YDR280W,YOR310C,YLR197W,YNL232W,YDL111C,YLR175W,YOL021C,YHR069C,YMR239C,YDL014W,YNL282W,YPL128C,YOL115W,YHR081W,YOR001W"
"GO:BP","primary metabolic process","GO:0044238","false","0.011563316960744703","1.9369175697980348","3488","597","368","6518","YNL191W,YPR151C,YBR228W,YGR248W,YMR186W,YDR317W,YBR072W,YBR126C,YPL281C,YOR120W,YMR174C,YKL018W,YIR025W,YJL206C,YOL132W,YMR112C,YHR079C,YMR136W,YOR298W,YJL089W,YDL190C,YKL011C,YOR027W,YDR428C,YPL106C,YLR091W,YHR079C-A,YMR323W,YBR169C,YGR142W,YOR393W,YBL075C,YNL009W,YLR445W,YMR104C,YKL108W,YNR004W,YIL099W,YGR249W,YPR068C,YMR304W,YJL048C,YPR164W,YDL105W,YER098W,YPR184W,YPR160W,YKL162C,YDR258C,YOR178C,YMR173W,YOL001W,YDR074W,YGL224C,YDR097C,YDR531W,YGR010W,YKL109W,YDR259C,YBL098W,YOR028C,YPR193C,YDR066C,YKR067W,YCR036W,YJR098C,YMR271C,YNL160W,YKR023W,YHL024W,YAL011W,YIL172C,YJL030W,YDR126W,YDR446W,YGL125W,YOR344C,YJL047C,YLR165C,YPL200W,YPL123C,YJL013C,YIR013C,YMR196W,YDR125C,YGR066C,YLR081W,YAL015C,YLR258W,YDR280W,YLR467W,YDR088C,YKL113C,YFL066C,YGR074W,YHL038C,YGR143W,YBR154C,YHR054C,YBR158W,YDR399W,YDR197W,YOR310C,YDR362C,YLR197W,YFR034C,YOL018C,YHR084W,YPL029W,YBL016W,YGR076C,YPL256C,YPR187W,YCR046C,YLR103C,YIL061C,YNL232W,YPR034W,YMR270C,YJL148W,YDL111C,YGL078C,YLR175W,YBR010W,YPR120C,YDL207W,YDR156W,YKR024C,YDR369C,YMR167W,YDR496C,YER112W,YNL030W,YOL021C,YBR060C,YER190W,YBR202W,YOR056C,YHR069C,YGL028C,YNL031C,YIR008C,YDL017W,YNL317W,YDL070W,YDR225W,YDR449C,YDL131W,YOR145C,YDL208W,YGR103W,YGR056W,YML088W,YBR009C,YDR073W,YMR125W,YLL004W,YDR224C,YFL025C,YCL054W,YMR275C,YNL248C,YCR057C,YNL306W,YMR277W,YCL067C,YOR243C,YBR155W,YGL112C,YOL077C,YPR190C,YKL004W,YDL182W,YDL201W,YLR009W,YLR057W,YER159C,YBL003C,YMR263W,YHR089C,YJR070C,YPR143W,YGL071W,YBR215W,YER070W,YDL074C,YKL156W,YAR018C,YDL013W,YMR285C,YFR028C,YBR278W,YCR106W,YFL023W,YLR401C,YLR380W,YLR300W,YGR005C,YNL082W,YML093W,YJL194W,YNL061W,YLR382C,YBR031W,YOR340C,YDR494W,YMR033W,YGR177C,YPL141C,YMR239C,YDR188W,YER002W,YKL009W,YHR143W-A,YPR163C,YKL082C,YLR147C,YDR299W,YLR355C,YOR232W,YJR076C,YDL014W,YDR012W,YBL035C,YOR320C,YPR119W,YML102W,YOR233W,YFR004W,YGR078C,YNL282W,YCR096C,YOL125W,YDR121W,YOR039W,YNR054C,YIL002C,YDR083W,YOL149W,YPR110C,YOR201C,YOR063W,YJL083W,YMR282C,YJL014W,YNL124W,YML115C,YML092C,YCL024W,YBR049C,YCR065W,YDR297W,YHR135C,YDR429C,YDR267C,YCR040W,YML080W,YJR069C,YPL043W,YDR175C,YJR068W,YPR051W,YGR047C,YNL186W,YBL068W,YNL154C,YDR419W,YCL031C,YNR046W,YBL032W,YMR039C,YBL039C,YGL083W,YDR441C,YKL167C,YNL004W,YMR179W,YNL002C,YIL021W,YNL113W,YLR141W,YKL173W,YBL024W,YPR169W,YPR145W,YBR133C,YPL128C,YNL153C,YLR180W,YDR120C,YNL255C,YDR113C,YGR159C,YDR463W,YKL068W,YOR370C,YML106W,YOL006C,YPL146C,YNL238W,YBR265W,YIL142W,YJR147W,YHR072W,YJR007W,YDR349C,YGR162W,YHR088W,YNL231C,YOL115W,YPL013C,YLR399C,YOR167C,YCL005W,YGL213C,YLR079W,YHR081W,YBR195C,YOL093W,YOL010W,YOR001W,YNL169C,YEL046C,YEL040W,YKL170W,YHR066W,YNL110C,YLR357W,YOR017W,YLR020C,YPL086C,YGL084C,YOR281C,YNL333W,YDR146C,YLR320W,YPR041W,YKR085C,YML121W,YGR128C,YER025W,YER017C,YLR200W,YDR365C,YDR167W,YLR321C,YDR466W,YPL050C,YEL032W,YOR149C,YBR110W,YLR056W,YOR004W,YPL204W,YPR137W,YCR092C,YLL027W,YDR194C,YPL082C,YBR055C,YDL031W,YHR205W,YGL116W,YCL055W,YNL066W,YDR045C,YBR153W,YPL183C"
"GO:BP","protein-containing complex organization","GO:0043933","false","0.011939429615836708","1.923016420326553","978","597","126","6518","YMR186W,YKL018W,YHR079C,YHR079C-A,YKL108W,YPR068C,YMR304W,YPR164W,YDL105W,YJL042W,YLR045C,YKL162C,YPR193C,YAL011W,YJL047C,YDR201W,YOR106W,YDR088C,YGR074W,YBR158W,YDL225W,YFR034C,YOL069W,YLR103C,YGR080W,YPR034W,YBR010W,YDL207W,YER112W,YNL030W,YBR060C,YBR202W,YOR056C,YNL031C,YDL017W,YDL070W,YDR225W,YOR145C,YDL208W,YGR056W,YBR009C,YDR073W,YLL004W,YDR224C,YFL025C,YNL248C,YCR057C,YNL306W,YGL112C,YOL077C,YLR009W,YER159C,YBL003C,YMR263W,YML031W,YBR215W,YDL074C,YBR254C,YKL156W,YFR028C,YFL023W,YGR005C,YGR119C,YGR009C,YJL194W,YNL061W,YMR033W,YMR239C,YKL009W,YOR206W,YPR163C,YLR147C,YJR076C,YDL014W,YML102W,YFR004W,YGR078C,YDR121W,YOR039W,YNR054C,YKL122C,YOR063W,YNL124W,YCL024W,YDR429C,YMR123W,YNL186W,YCL031C,YPL243W,YNR046W,YBL032W,YMR039C,YOR045W,YMR179W,YLR141W,YKL173W,YBR133C,YNL153C,YGR159C,YOL006C,YPL146C,YNL315C,YJR007W,YGR162W,YHR088W,YLR399C,YOR167C,YGL213C,YBR195C,YHR066W,YLR357W,YPL086C,YLR320W,YPR041W,YML121W,YER025W,YER017C,YLR200W,YML030W,YGL099W,YDR167W,YLR321C,YEL032W,YPL082C,YBR055C,YDL031W"
"GO:BP","polyadenylation-dependent snoRNA 3'-end processing","GO:0071051","false","0.012150994088569716","1.9153881904179497","15","597","8","6518","YDR280W,YNL232W,YDL111C,YOL021C,YHR069C,YOL115W,YHR081W,YOR001W"
"GO:BP","cellular component organization","GO:0016043","false","0.01284863564814008","1.891142986102523","2230","597","251","6518","YBR228W,YMR186W,YER150W,YHL021C,YKL018W,YIR025W,YOL132W,YHR079C,YOR298W,YKL011C,YPL161C,YDR428C,YLR091W,YHR079C-A,YHR021W-A,YKL050C,YLR445W,YMR104C,YKL108W,YKR004C,YPR068C,YMR304W,YPR164W,YDL105W,YJL042W,YDR403W,YLR045C,YDR402C,YKL162C,YDR258C,YOR178C,YOL001W,YDR074W,YMR251W-A,YCL048W,YDR097C,YPL166W,YPR141C,YPR193C,YNL160W,YKR023W,YHL024W,YAL011W,YPL192C,YJL030W,YDR126W,YDR446W,YOR255W,YJL047C,YPL174C,YPL200W,YJL013C,YML104C,YDR201W,YDR125C,YDL222C,YAL015C,YNL188W,YPR204W,YOR106W,YLR467W,YJL223C,YDR088C,YKL113C,YGR074W,YBR301W,YOL019W,YGL212W,YGR143W,YBR158W,YDL225W,YFR034C,YOL018C,YHR084W,YPL029W,YMR017W,YOL069W,YLR103C,YLR332W,YGR080W,YPR034W,YLR440C,YPL255W,YLR413W,YBR010W,YPR120C,YDL207W,YDR156W,YHR170W,YDR369C,YMR167W,YER112W,YNL030W,YBR060C,YNL329C,YER190W,YBR202W,YOR056C,YGL028C,YNL031C,YDL017W,YDL070W,YDR225W,YOR145C,YDL208W,YGR056W,YLR026C,YBR009C,YDR073W,YLL004W,YDR224C,YFL025C,YMR275C,YMR056C,YNL248C,YCR057C,YGL261C,YNL306W,YGL112C,YLR319C,YOL077C,YER107C,YNL313C,YLR009W,YER159C,YBL003C,YMR263W,YML031W,YHR127W,YJR070C,YGL071W,YBR215W,YDL074C,YHR143W,YBR254C,YKL156W,YDL013W,YHL046C,YFR028C,YFL023W,YAL041W,YLR380W,YLR300W,YGR005C,YGR119C,YGR009C,YJL194W,YNL061W,YMR033W,YMR239C,YKL009W,YOR206W,YPR125W,YPR163C,YLR147C,YLR355C,YJR076C,YDL014W,YBL035C,YPR119W,YML102W,YOR233W,YFR004W,YMR055C,YGR078C,YDR121W,YOR039W,YNR054C,YKL122C,YOR063W,YJL083W,YNL124W,YCL024W,YCR065W,YDR429C,YDR267C,YDR470C,YJR068W,YMR123W,YNL186W,YBL068W,YDR419W,YCL031C,YPL243W,YNR046W,YBL032W,YMR039C,YOR045W,YMR179W,YLR141W,YKL173W,YBR133C,YPL128C,YNL153C,YDR113C,YGR159C,YKL068W,YOL006C,YPL146C,YNL315C,YJR007W,YDR349C,YGR162W,YHR088W,YNL231C,YOR327C,YLR399C,YOR167C,YNR017W,YCR094W,YCL005W,YGL213C,YHR081W,YBR195C,YBR038W,YOR001W,YNL169C,YEL040W,YHR066W,YNL110C,YLR357W,YPL086C,YOR281C,YLR320W,YPR041W,YNL180C,YML121W,YER025W,YER017C,YLR200W,YBR235W,YML030W,YGL099W,YDR167W,YLR321C,YNL283C,YEL032W,YNL090W,YDL198C,YNL121C,YPL204W,YHR005C-A,YCR092C,YLL027W,YPL082C,YBR055C,YDL031W,YHR205W,YGL116W,YCL055W,YNL066W"
"GO:BP","snRNA metabolic process","GO:0016073","false","0.013051357002345674","1.884344330625192","33","597","12","6518","YDR280W,YDL111C,YLR175W,YHR069C,YDL208W,YOR243C,YHR089C,YMR239C,YOL115W,YLR399C,YHR081W,YOR001W"
"GO:BP","DNA replication","GO:0006260","true","0.027473461636217656","1.5610866163423804","167","597","32","6518","YBR228W,YKL108W,YPR164W,YDR097C,YHL024W,YJL047C,YAL015C,YKL113C,YPL029W,YLR103C,YPR120C,YBR060C,YBR202W,YIR008C,YDL017W,YGR103W,YLL004W,YER070W,YDL074C,YBR278W,YJL194W,YBL035C,YML102W,YDR121W,YJR068W,YDR419W,YOL006C,YBR195C,YLR320W,YLR321C,YEL032W,YCR092C"
