"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"HP","Expanded metatarsals with widened medullary cavities","HP:0008102","false","1.1235942134006023e-12","11.949390506115758","29","138","21","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Abnormality of the distal radial epiphysis","HP:0010597","false","1.1235942134006023e-12","11.949390506115758","29","138","21","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Shallow acetabular fossae","HP:0003182","false","1.1235942134006023e-12","11.949390506115758","29","138","21","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Aortic arch calcification","HP:0005303","false","1.1235942134006023e-12","11.949390506115758","29","138","21","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Tendon rupture","HP:0100550","false","1.1235942134006023e-12","11.949390506115758","29","138","21","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Generalized lymphadenopathy","HP:0008940","false","1.1235942134006023e-12","11.949390506115758","29","138","21","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Decreased circulating IgG3 level","HP:0032137","false","1.1235942134006023e-12","11.949390506115758","29","138","21","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Expanded phalanges with widened medullary cavities","HP:0006112","false","1.1235942134006023e-12","11.949390506115758","29","138","21","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Increased circulating IgG subclass","HP:0032296","false","1.1235942134006023e-12","11.949390506115758","29","138","21","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Hypoplasia of the tooth germ","HP:0006353","false","1.1235942134006023e-12","11.949390506115758","29","138","21","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Atrophic gastritis","HP:0002582","false","1.1235942134006023e-12","11.949390506115758","29","138","21","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Recurrent viral pneumonia","HP:0033214","false","1.1235942134006023e-12","11.949390506115758","29","138","21","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Expanded metacarpals with widened medullary cavities","HP:0006232","false","1.1235942134006023e-12","11.949390506115758","29","138","21","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Recurrent viral upper respiratory tract infections","HP:0033166","false","1.1235942134006023e-12","11.949390506115758","29","138","21","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Increased circulating IgG3 level","HP:0032297","false","1.1235942134006023e-12","11.949390506115758","29","138","21","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Hypoplastic distal radial epiphyses","HP:0006386","false","1.1235942134006023e-12","11.949390506115758","29","138","21","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Short dental root","HP:0006336","false","1.1235942134006023e-12","11.949390506115758","29","138","21","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Joint subluxation","HP:0032153","false","1.1235942134006023e-12","11.949390506115758","29","138","21","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Mitral valve calcification","HP:0004382","false","3.4253953078993487e-12","11.465289301505107","30","138","21","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Increased CSF interferon alpha","HP:0009709","false","3.4253953078993487e-12","11.465289301505107","30","138","21","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Chilblains","HP:0009710","false","3.4253953078993487e-12","11.465289301505107","30","138","21","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Neonatal alloimmune thrombocytopenia","HP:0004809","false","3.4253953078993487e-12","11.465289301505107","30","138","21","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Moyamoya phenomenon","HP:0011834","false","3.4253953078993487e-12","11.465289301505107","30","138","21","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Chronic CSF lymphocytosis","HP:0009704","false","3.4253953078993487e-12","11.465289301505107","30","138","21","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Chronic lymphatic leukemia","HP:0005550","false","3.4253953078993487e-12","11.465289301505107","30","138","21","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Decreased circulating IgG subclass level","HP:0032135","false","3.4732277474645533e-12","11.459266738075879","33","138","22","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C,YBL039C"
"HP","Abnormal left ventricular outflow tract morphology","HP:0011103","false","7.476873778647599e-12","11.126279950863223","37","138","23","1334","YJL013C,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YOR212W,YBL112C"
"HP","Multifocal cerebral white matter abnormalities","HP:0007052","false","9.003554161290364e-12","11.04558601856771","34","138","22","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YDL178W,YHL050C,YBL112C"
"HP","Extrapyramidal muscular rigidity","HP:0007076","false","9.711218695560407e-12","11.01272626550441","31","138","21","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Pulmonary opacity","HP:0031457","false","9.711218695560407e-12","11.01272626550441","31","138","21","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Gastritis","HP:0005263","false","9.711218695560407e-12","11.01272626550441","31","138","21","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Osteolytic defects of the hand bones","HP:0009699","false","9.711218695560407e-12","11.01272626550441","31","138","21","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Thoracic aorta calcification","HP:0004962","false","9.711218695560407e-12","11.01272626550441","31","138","21","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Abnormality of radial epiphyses","HP:0003999","false","9.711218695560407e-12","11.01272626550441","31","138","21","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Hematemesis","HP:0002248","false","9.711218695560407e-12","11.01272626550441","31","138","21","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Ground-glass opacification","HP:0025179","false","9.711218695560407e-12","11.01272626550441","31","138","21","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Osteolytic defects of the phalanges of the hand","HP:0009771","false","9.711218695560407e-12","11.01272626550441","31","138","21","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Psoriasiform lesion","HP:0025526","false","9.711218695560407e-12","11.01272626550441","31","138","21","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Osteolysis involving bones of the upper limbs","HP:0045039","false","9.711218695560407e-12","11.01272626550441","31","138","21","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Atopic dermatitis","HP:0001047","false","2.217685712667328e-11","10.654100001435584","35","138","22","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YOR212W,YBL112C"
"HP","Porencephalic cyst","HP:0002132","false","2.5835169206322062e-11","10.5877886897161","32","138","21","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Cardiac valve calcification","HP:0005146","false","2.5835169206322062e-11","10.5877886897161","32","138","21","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Aortic valve calcification","HP:0004380","false","2.5835169206322062e-11","10.5877886897161","32","138","21","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Eruption failure","HP:0000706","false","2.5835169206322062e-11","10.5877886897161","32","138","21","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Scaling skin","HP:0040189","false","5.21691924000528e-11","10.28258588627773","36","138","22","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YOR212W,YBL112C"
"HP","Increased circulating IgG level","HP:0003237","false","5.5779070867116886e-11","10.253528724215627","43","138","24","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YPL256C,YBL113C,YPR120C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C,YPR119W"
"HP","Hypoplasia of the maxilla","HP:0000327","false","6.197924734800511e-11","10.207753701968837","67","138","30","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YLR103C,YLR175W,YEL077C,YER190W,YIL177C,YDL208W,YHL050C,YJL194W,YBL112C,YPR110C,YNL113W,YKL173W,YDR120C,YBR235W"
"HP","Hematochezia","HP:0002573","false","6.49685667593224e-11","10.187296713893138","33","138","21","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Chronic leukemia","HP:0005558","false","6.49685667593224e-11","10.187296713893138","33","138","21","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Increased circulating interferon-gamma concentration","HP:0030356","false","6.49685667593224e-11","10.187296713893138","33","138","21","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Eyelid coloboma","HP:0000625","false","8.328177905408923e-11","10.079450006058503","40","138","23","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C,YPR110C,YNL113W"
"HP","Hip subluxation","HP:0030043","false","1.177179263781142e-10","9.929157396678393","37","138","22","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YOR212W,YBL112C"
"HP","Unexplained fevers","HP:0001955","false","1.177179263781142e-10","9.929157396678393","37","138","22","1334","YLL053C,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","CSF lymphocytic pleiocytosis","HP:0200149","false","1.5537358710999037e-10","9.808622807590039","34","138","21","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Raynaud phenomenon","HP:0030880","false","1.735978038230435e-10","9.7604557733621","41","138","23","1334","YPR193C,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C,YBR235W"
"HP","Abnormal dental root morphology","HP:0006486","false","2.2040257999063712e-10","9.656783326021982","45","138","24","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YLR175W,YEL077C,YNL329C,YER190W,YIL177C,YDL208W,YHL050C,YBL112C"
"HP","Cutis marmorata","HP:0000965","false","2.504477393765263e-10","9.601282884041272","57","138","27","1334","YPR068C,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YFR034C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YDL070W,YHL050C,YBL112C,YBL024W,YLR180W,YLR399C"
"HP","Thickened calvaria","HP:0002684","false","3.511564542195498e-10","9.45449934488638","42","138","23","1334","YOL162W,YML104C,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Panniculitis","HP:0012490","false","3.5516868208496275e-10","9.44956533624177","35","138","21","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Pericardial effusion","HP:0001698","false","4.2187382597670953e-10","9.374817418411675","46","138","24","1334","YPR193C,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YPR125W,YBL112C,YBR235W"
"HP","Muscle fiber atrophy","HP:0100295","false","4.575993442746737e-10","9.339514606544785","50","138","25","1334","YKR023W,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YGR009C,YBL112C,YBL032W,YNL255C"
"HP","Broad phalanges of the hand","HP:0009768","false","4.575993442746737e-10","9.339514606544785","50","138","25","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YHR069C,YIL177C,YDL070W,YHL050C,YBL112C,YBL024W,YLR399C"
"HP","CSF pleocytosis","HP:0012229","false","5.366526516658347e-10","9.270306720396514","39","138","22","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C,YJL198W"
"HP","Abnormal maxilla morphology","HP:0000326","false","6.639156967410084e-10","9.17788706334974","72","138","30","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YLR103C,YLR175W,YEL077C,YER190W,YIL177C,YDL208W,YHL050C,YJL194W,YBL112C,YPR110C,YNL113W,YKL173W,YDR120C,YBR235W"
"HP","Abnormal gastric mucosa morphology","HP:0004295","false","6.908404450748454e-10","9.160622244702372","43","138","23","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YDL070W,YHL050C,YBL112C,YLR399C"
"HP","Abnormal pulmonary thoracic imaging finding","HP:0031983","false","7.257792676166158e-10","9.139195441878506","59","138","27","1334","YOR027W,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YPL256C,YBL113C,YPR120C,YEL077C,YER190W,YIR008C,YIL177C,YHL050C,YBL112C,YPR119W,YNL121C"
"HP","Arrhinencephaly","HP:0002139","false","7.79367967643836e-10","9.10825744786512","36","138","21","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Abnormal pericardium morphology","HP:0001697","false","2.5917636934316298e-9","8.586404598216985","49","138","24","1334","YPR193C,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YPR125W,YBL112C,YBR235W"
"HP","Abnormal circulating interferon-gamma concentration","HP:0030355","false","3.367364060981757e-9","8.47270992752989","38","138","21","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Abnormal circulating interferon concentration","HP:0030354","false","3.367364060981757e-9","8.47270992752989","38","138","21","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Bloody diarrhea","HP:0025085","false","3.367364060981757e-9","8.47270992752989","38","138","21","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Abnormality of serum cytokine level","HP:0011112","false","4.13453331788373e-9","8.38357350398471","42","138","22","1334","YLR205C,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Abnormality of immune serum protein physiology","HP:0011111","false","4.13453331788373e-9","8.38357350398471","42","138","22","1334","YLR205C,YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Peripheral cyanosis","HP:0034033","false","6.669860705183695e-9","8.175883235888813","39","138","21","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
"HP","Acrocyanosis","HP:0001063","false","6.669860705183695e-9","8.175883235888813","39","138","21","1334","YPR202W,YHR218W,YHL049C,YEL075C,YER189W,YBL111C,YPR204W,YHR219W,YLL066C,YLR467W,YFL066C,YLR462W,YLL067C,YFL064C,YJL225C,YBL113C,YEL077C,YER190W,YIL177C,YHL050C,YBL112C"
